Fecha,NoRedion,Region,Estado,Municipio/Zona,Gasolina<92,Gasolina>92,Diésel
Enero,30,Madero,Veracruz,CUICHAPA,15.37,17.14,16.44
Enero,30,Madero,Veracruz,PUEBLO VIEJO,15.37,17.14,16.44
Enero,30,Madero,Tamaulipas,GONZALEZ,15.37,17.14,16.44
Enero,30,Madero,Tamaulipas,ALTAMIRA,15.37,17.14,16.44
Enero,30,Madero,Tamaulipas,TAMPICO,15.37,17.14,16.44
Enero,30,Madero,Tamaulipas,CIUDAD MADERO,15.37,17.14,16.44
Enero,30,Madero,San Luis Potosí,EBANO,15.37,17.14,16.44
Enero,30,Madero,Hidalgo,JALTOCAN,15.37,17.14,16.44
Enero,31,Magdalena,Sonora,BACOACHI,16.23,18.1,17.42
Enero,31,Magdalena,Sonora,NACO,16.23,18.1,17.42
Enero,31,Magdalena,Sonora,CANANEA,16.23,18.1,17.42
Enero,31,Magdalena,Sonora,ALTAR,16.23,18.1,17.42
Enero,31,Magdalena,Sonora,SANTA CRUZ,16.23,18.1,17.42
Enero,31,Magdalena,Sonora,TUBUTAMA,16.23,18.1,17.42
Enero,31,Magdalena,Sonora,IMURIS,16.23,18.1,17.42
Enero,31,Magdalena,Sonora,SANTA ANA,16.23,18.1,17.42
Enero,31,Magdalena,Sonora,MAGDALENA_SON,16.23,18.1,17.42
Enero,32,Mante,Tamaulipas,OCAMPO_TAM,15.63,17.4,16.7
Enero,32,Mante,Tamaulipas,XICOTENCATL,15.63,17.4,16.7
Enero,32,Mante,Tamaulipas,ANTIGUO MORELOS,15.63,17.4,16.7
Enero,32,Mante,Tamaulipas,EL MANTE,15.63,17.4,16.7
Enero,32,Mante,San Luis Potosí,EL NARANJO,15.63,17.4,16.7
Enero,33,Manzanillo,Colima,CIHUATLAN,15.95,17.71,17.02
Enero,33,Manzanillo,Colima,CUAUTITLAN DE GARCÍA BARRAGÁN,15.95,17.71,17.02
Enero,33,Manzanillo,Colima,LA HUERTA,15.95,17.71,17.02
Enero,33,Manzanillo,Colima,AQUILA,15.95,17.71,17.02
Enero,33,Manzanillo,Colima,COAHUAYANA,15.95,17.71,17.02
Enero,33,Manzanillo,Colima,ARMERIA,15.95,17.71,17.02
Enero,33,Manzanillo,Colima,IXTLAHUACAN,15.95,17.71,17.02
Enero,33,Manzanillo,Colima,MANZANILLO,15.95,17.71,17.02
Enero,33,Manzanillo,Colima,MINATITLAN_COL,15.95,17.71,17.02
Enero,33,Manzanillo,Colima,TECOMAN,15.95,17.71,17.02
Enero,34,Matehuala,San Luis Potosí,CATORCE,15.97,17.75,17.05
Enero,34,Matehuala,San Luis Potosí,VILLA DE GUADALUPE_SLP,15.97,17.75,17.05
Enero,34,Matehuala,San Luis Potosí,VANEGAS,15.97,17.75,17.05
Enero,34,Matehuala,San Luis Potosí,CEDRAL,15.97,17.75,17.05
Enero,34,Matehuala,San Luis Potosí,MATEHUALA,15.97,17.75,17.05
Enero,34,Matehuala,San Luis Potosí,VILLA DE LA PAZ,15.97,17.75,17.05
Enero,34,Matehuala,Nuevo León,MIER Y NORIEGA,15.97,17.75,17.05
Enero,34,Matehuala,Nuevo León,DOCTOR ARROYO,15.97,17.75,17.05
Enero,35,Mazatlán,Sinaloa,ELOTA,15.94,17.71,17.04
Enero,35,Mazatlán,Sinaloa,ESCUINAPA,15.94,17.71,17.04
Enero,35,Mazatlán,Sinaloa,ROSARIO_SIN,15.94,17.71,17.04
Enero,35,Mazatlán,Sinaloa,CONCORDIA,15.94,17.71,17.04
Enero,35,Mazatlán,Sinaloa,MAZATLAN,15.94,17.71,17.04
Enero,35,Mazatlán,Nayarit,TUXPAN_NAY,15.94,17.71,17.04
Enero,36,Mérida,Yucatán,RIO LAGARTOS,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,CHEMAX,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,ESPITA,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,TEMOZON,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,VALLADOLID,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,PETO,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,TZUCACAB,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,TINUM,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,DZILAM DE BRAVO,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,TEKAX,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,OXKUTZCAB,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,AKIL,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,CACALCHEN,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,CHUMAYEL,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,IZAMAL,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,CANSAHCAB,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,CELESTUN,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,TELCHAC PUEBLO,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,TICUL,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,MAXCANU,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,SUMA,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,TEKANTO,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,MOTUL,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,HOCTUN,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,MUNA,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,KOPOMA,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,HUNUCMA,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,TIXKOKOB,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,ACANCEH,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,KINCHIL,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,KANASIN,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,MERIDA,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,MAYAPAN,15.42,17.19,16.49
Enero,36,Mérida,Yucatán,UMAN,15.42,17.19,16.49
Enero,36,Mérida,Quintana Roo,JOSE MARIA MORELOS,15.42,17.19,16.49
Enero,37,Mexicali,Sonora,SAN LUIS RIO COLORADO,16.17,17.95,17.29
Enero,37,Mexicali,Baja California,TECATE,16.17,17.95,17.29
Enero,37,Mexicali,Baja California,MEXICALI,16.17,17.95,17.29
Enero,38,Minatitlán,Veracruz,SAYULA DE ALEMAN,15.45,17.22,16.52
Enero,38,Minatitlán,Veracruz,CHINAMECA,15.45,17.22,16.52
Enero,38,Minatitlán,Veracruz,ACAYUCAN,15.45,17.22,16.52
Enero,38,Minatitlán,Veracruz,ZARAGOZA_VER,15.45,17.22,16.52
Enero,38,Minatitlán,Veracruz,MECAYAPAN,15.45,17.22,16.52
Enero,38,Minatitlán,Veracruz,MINATITLAN_VER,15.45,17.22,16.52
Enero,38,Minatitlán,Veracruz,TEXISTEPEC,15.45,17.22,16.52
Enero,39,Monclova,Coahuila,ESCOBEDO,16.03,17.8,17.1
Enero,39,Monclova,Coahuila,SACRAMENTO,16.03,17.8,17.1
Enero,39,Monclova,Coahuila,CASTAÑOS,16.03,17.8,17.1
Enero,39,Monclova,Coahuila,NADADORES,16.03,17.8,17.1
Enero,39,Monclova,Coahuila,SAN BUENAVENTURA,16.03,17.8,17.1
Enero,39,Monclova,Coahuila,MONCLOVA,16.03,17.8,17.1
Enero,39,Monclova,Coahuila,FRONTERA,16.03,17.8,17.1
Enero,40,Morelia,Michoacán,IRIMBO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,SALVADOR ESCALANTE,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,ERONGARICUARO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,MARAVATIO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,TZITZIO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,ANGAMACUTIRO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,PATZCUARO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,HIDALGO_MICH,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,MADERO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,PURUANDIRO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,TZINTZUNTZAN,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,HUIRAMBA,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,QUIROGA,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,LAGUNILLAS,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,ACUITZIO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,QUERENDARO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,ZINAPECUARO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,MORELOS_MICH,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,COENEO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,HUANIQUEO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,INDAPARAPEO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,SANTA ANA MAYA,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,CHARO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,HUANDACAREO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,ALVARO OBREGON_MICH,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,MORELIA,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,TARIMBARO,16.14,17.91,17.21
Enero,40,Morelia,Michoacán,CUITZEO,16.14,17.91,17.21
Enero,40,Morelia,Guanajuato,URIANGATO,16.14,17.91,17.21
Enero,40,Morelia,Guanajuato,MOROLEON,16.14,17.91,17.21
Enero,41,Navojoa,Sonora,HUATABAMPO,16.23,18,17.33
Enero,41,Navojoa,Sonora,ETCHOJOA,16.23,18,17.33
Enero,41,Navojoa,Sonora,NAVOJOA,16.23,18,17.33
Enero,42,Nogales,Sonora,AGUA PRIETA,16.23,18.15,17.48
Enero,42,Nogales,Sonora,NOGALES_SON,16.23,18.15,17.48
Enero,43,Nuevo Laredo,Tamaulipas,NUEVO LAREDO,16.03,17.8,17.1
Enero,44,Oaxaca,Oaxaca,SANTA MARIA LA ASUNCION,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,HEROICA CIUDAD DE TLAXIACO,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN JUAN TEPOSCOLULA,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN JUAN LACHAO,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,TAMAZULAPAM DEL ESPIRITU SANTO,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,VILLA DE CHILAPA DE DIAZ,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SANTO DOMINGO TEOJOMULCO,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,TEPELMEME VILLA DE MORELOS,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,VILLA TEJUPAM DE LA UNION,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,ASUNCION NOCHIXTLAN,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,MIAHUATLAN DE PORFIRIO DIAZ,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SANTA MARIA LACHIXIO,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,IXTLAN DE JUAREZ,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN PEDRO Y SAN PABLO AYUTLA,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,HEROICA CIUDAD DE EJUTLA DE CRESPO,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,ZIMATLAN DE ALVAREZ,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,AYOQUEZCO DE ALDAMA,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN PEDRO APOSTOL,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SANTA CRUZ MIXTEPEC,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN PABLO HUITZO,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN DIONISIO OCOTEPEC,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN DIONISIO OCOTLAN,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,OCOTLAN DE MORELOS,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN PABLO HUIXTEPEC,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,MAGDALENA APASCO,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,VILLA DE ETLA,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN LORENZO CACAOTEPEC,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN BARTOLO COYOTEPEC,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN PABLO VILLA DE MITLA,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,CUILAPAM DE GUERRERO,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,OAXACA DE JUAREZ,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN ANTONIO DE LA CAL,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN FRANCISCO LACHIGOLO,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SAN JACINTO AMILPAS,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SANTA CRUZ XOXOCOTLAN,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SANTA LUCIA DEL CAMINO,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,SANTA MARIA DEL TULE,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,TEOTITLAN DEL VALLE,15.91,17.68,16.99
Enero,44,Oaxaca,Oaxaca,TLACOLULA DE MATAMOROS,15.91,17.68,16.99
Enero,45,Obregón,Sonora,BENITO JUAREZ_SON,16.08,17.86,17.18
Enero,45,Obregón,Sonora,BACUM,16.08,17.86,17.18
Enero,45,Obregón,Sonora,CAJEME,16.08,17.86,17.18
Enero,45,Obregón,Sonora,GENERAL PLUTARCO ELIAS CALLES,16.08,17.86,17.18
Enero,46,Pachuca,Tlaxcala,CALPULALPAN,15.79,17.56,16.89
Enero,46,Pachuca,Estado de México,ZUMPANGO,15.79,17.56,16.89
Enero,46,Pachuca,Estado de México,TEOTIHUACAN,15.79,17.56,16.89
Enero,46,Pachuca,Estado de México,SAN MARTIN DE LAS PIRAMIDES,15.79,17.56,16.89
Enero,46,Pachuca,Estado de México,OTUMBA,15.79,17.56,16.89
Enero,46,Pachuca,Estado de México,AXAPUSCO,15.79,17.56,16.89
Enero,46,Pachuca,Estado de México,TEMASCALAPA,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,ACAXOCHITLAN,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,IXMIQUILPAN,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,CUAUTEPEC DE HINOJOSA,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,APAN,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,ALMOLOYA,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,EMILIANO ZAPATA_HGO,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,FRANCISCO I MADERO_HGO,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,SANTIAGO DE ANAYA,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,SAN SALVADOR,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,ATOTONILCO EL GRANDE,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,TEPEAPULCO,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,TULANCINGO DE BRAVO,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,HUICHAPAN,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,SANTIAGO TULANTEPEC DE LUGO GUERRERO,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,HUASCA DE OCAMPO,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,TLANALAPA,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,TIZAYUCA,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,EL ARENAL_HGO,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,ACTOPAN_HGO,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,SINGUILUCAN,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,TOLCAYUCA,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,ZEMPOALA,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,EPAZOYUCAN,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,ZAPOTLAN DE JUAREZ,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,SAN AGUSTIN TLAXIACA,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,MINERAL DE LA REFORMA,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,MINERAL DEL MONTE,15.79,17.56,16.89
Enero,46,Pachuca,Hidalgo,PACHUCA DE SOTO,15.79,17.56,16.89
Enero,47,Pajaritos,Veracruz,SAN JUAN EVANGELISTA,15.4,17.18,16.48
Enero,47,Pajaritos,Veracruz,OLUTA,15.4,17.18,16.48
Enero,47,Pajaritos,Veracruz,JALTIPAN,15.4,17.18,16.48
Enero,47,Pajaritos,Veracruz,LAS CHOAPAS,15.4,17.18,16.48
Enero,47,Pajaritos,Veracruz,AGUA DULCE,15.4,17.18,16.48
Enero,47,Pajaritos,Veracruz,OTEAPAN,15.4,17.18,16.48
Enero,47,Pajaritos,Veracruz,COATZACOALCOS,15.4,17.18,16.48
Enero,47,Pajaritos,Veracruz,COSOLEACAQUE,15.4,17.18,16.48
Enero,47,Pajaritos,Veracruz,IXHUATLAN DEL SURESTE,15.4,17.18,16.48
Enero,47,Pajaritos,Veracruz,MOLOACAN,15.4,17.18,16.48
Enero,47,Pajaritos,Veracruz,NANCHITAL DE LAZARO CARDENAS DEL RIO,15.4,17.18,16.48
Enero,48,Parral,Durango,EL ORO_DGO,16.35,18.28,17.58
Enero,48,Parral,Durango,HIDALGO_DGO,16.35,18.28,17.58
Enero,48,Parral,Durango,OCAMPO_DGO,16.35,18.28,17.58
Enero,48,Parral,Chihuahua,BALLEZA,16.35,18.28,17.58
Enero,48,Parral,Chihuahua,JIMENEZ_CHI,16.35,18.28,17.58
Enero,48,Parral,Chihuahua,EL TULE,16.35,18.28,17.58
Enero,48,Parral,Chihuahua,VALLE DE ZARAGOZA,16.35,18.28,17.58
Enero,48,Parral,Chihuahua,ALLENDE_CHI,16.35,18.28,17.58
Enero,48,Parral,Chihuahua,MATAMOROS_CHI,16.35,18.28,17.58
Enero,48,Parral,Chihuahua,HIDALGO DEL PARRAL,16.35,18.28,17.58
Enero,49,Perote,Veracruz,JALACINGO,15.71,17.48,16.78
Enero,49,Perote,Veracruz,ALTOTONGA,15.71,17.48,16.78
Enero,49,Perote,Veracruz,PEROTE,15.71,17.48,16.78
Enero,49,Perote,Veracruz,LAS VIGAS DE RAMIREZ,15.71,17.48,16.78
Enero,49,Perote,Tlaxcala,EL CARMEN TEQUEXQUITLA,15.71,17.48,16.78
Enero,49,Perote,Puebla,ATEMPAN,15.71,17.48,16.78
Enero,49,Perote,Puebla,ZACAPOAXTLA,15.71,17.48,16.78
Enero,49,Perote,Puebla,TLATLAUQUITEPEC,15.71,17.48,16.78
Enero,49,Perote,Puebla,QUIMIXTLAN,15.71,17.48,16.78
Enero,49,Perote,Puebla,TLACHICHUCA,15.71,17.48,16.78
Enero,49,Perote,Puebla,ACATENO,15.71,17.48,16.78
Enero,49,Perote,Puebla,CUYOACO,15.71,17.48,16.78
Enero,49,Perote,Puebla,LIBRES,15.71,17.48,16.78
Enero,49,Perote,Puebla,ORIENTAL,15.71,17.48,16.78
Enero,49,Perote,Puebla,LAFRAGUA,15.71,17.48,16.78
Enero,49,Perote,Puebla,SAN SALVADOR EL SECO,15.71,17.48,16.78
Enero,49,Perote,Puebla,GUADALUPE VICTORIA_PUE,15.71,17.48,16.78
Enero,49,Perote,Puebla,XIUTETELCO,15.71,17.48,16.78
Enero,49,Perote,Puebla,TEPEYAHUALCO,15.71,17.48,16.78
Enero,50,Poza Rica,Veracruz,NAUTLA,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,TAMIAHUA,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,MARTINEZ DE LA TORRE,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,COYUTLA,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,TECOLUTLA,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,ALAMO TEMAPACHE,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,TUXPAN_VER,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,ESPINAL,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,GUTIERREZ ZAMORA,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,CERRO AZUL,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,CASTILLO DE TEAYO,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,CAZONES DE HERRERA,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,PAPANTLA,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,TIHUATLAN,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,COATZINTLA,15.48,17.25,16.57
Enero,50,Poza Rica,Veracruz,POZA RICA DE HIDALGO,15.48,17.25,16.57
Enero,50,Poza Rica,Puebla,HUAUCHINANGO,15.48,17.25,16.57
Enero,50,Poza Rica,Puebla,XICOTEPEC,15.48,17.25,16.57
Enero,50,Poza Rica,Puebla,AYOTOXCO DE GUERRERO,15.48,17.25,16.57
Enero,50,Poza Rica,Puebla,PANTEPEC,15.48,17.25,16.57
Enero,50,Poza Rica,Puebla,VENUSTIANO CARRANZA_PUE,15.48,17.25,16.57
Enero,51,Progreso,Yucatán,BUCTZOTZ,15.34,17.11,16.41
Enero,51,Progreso,Yucatán,DZILAM GONZALEZ,15.34,17.11,16.41
Enero,51,Progreso,Yucatán,DZIDZANTUN,15.34,17.11,16.41
Enero,51,Progreso,Yucatán,MOCOCHA,15.34,17.11,16.41
Enero,51,Progreso,Yucatán,TELCHAC PUERTO,15.34,17.11,16.41
Enero,51,Progreso,Yucatán,CONKAL,15.34,17.11,16.41
Enero,51,Progreso,Yucatán,PROGRESO_YUC,15.34,17.11,16.41
Enero,52,Puebla,Tlaxcala,XALOZTOC,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,ATLANGATEPEC,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,HUAMANTLA,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,CUAPIAXTLA,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,TETLA DE LA SOLIDARIDAD,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,IXTACUIXTLA DE MARIANO MATAMOROS,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,APIZACO,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,TOTOLAC,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,YAUHQUEMEHCAN,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,TEPETITLA DE LARDIZABAL,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,SANTA CRUZ TLAXCALA,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,CHIAUTEMPAN,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,NATIVITAS,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,TETLATLAHUCA,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,HUEYOTLIPAN,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,TLAXCALA,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,TEPEYANCO,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,ACUAMANALA DE MIGUEL HIDALGO,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,ZACATELCO,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,PAPALOTLA DE XICOHTENCATL,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,SAN PABLO DEL MONTE,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,TENANCINGO_TLX,15.78,17.55,16.85
Enero,52,Puebla,Tlaxcala,XICOHTZINCO,15.78,17.55,16.85
Enero,52,Puebla,Puebla,YEHUALTEPEC,15.78,17.55,16.85
Enero,52,Puebla,Puebla,MOLCAXAC,15.78,17.55,16.85
Enero,52,Puebla,Puebla,TEPEOJUMA,15.78,17.55,16.85
Enero,52,Puebla,Puebla,MAZAPILTEPEC DE JUAREZ,15.78,17.55,16.85
Enero,52,Puebla,Puebla,TECAMACHALCO,15.78,17.55,16.85
Enero,52,Puebla,Puebla,HUITZILTEPEC,15.78,17.55,16.85
Enero,52,Puebla,Puebla,TOCHTEPEC,15.78,17.55,16.85
Enero,52,Puebla,Puebla,SAN JOSE CHIAPA,15.78,17.55,16.85
Enero,52,Puebla,Puebla,SAN SALVADOR HUIXCOLOTLA,15.78,17.55,16.85
Enero,52,Puebla,Puebla,TLAHUAPAN,15.78,17.55,16.85
Enero,52,Puebla,Puebla,ATLIXCO,15.78,17.55,16.85
Enero,52,Puebla,Puebla,SANTO TOMAS HUEYOTLIPAN,15.78,17.55,16.85
Enero,52,Puebla,Puebla,HUAQUECHULA,15.78,17.55,16.85
Enero,52,Puebla,Puebla,CUAPIAXTLA DE MADERO,15.78,17.55,16.85
Enero,52,Puebla,Puebla,ACATZINGO,15.78,17.55,16.85
Enero,52,Puebla,Puebla,RAFAEL LARA GRAJALES,15.78,17.55,16.85
Enero,52,Puebla,Puebla,SAN SALVADOR EL VERDE,15.78,17.55,16.85
Enero,52,Puebla,Puebla,GENERAL FELIPE ANGELES,15.78,17.55,16.85
Enero,52,Puebla,Puebla,SAN MATIAS TLALANCALECA,15.78,17.55,16.85
Enero,52,Puebla,Puebla,TECALI DE HERRERA,15.78,17.55,16.85
Enero,52,Puebla,Puebla,MIXTLA,15.78,17.55,16.85
Enero,52,Puebla,Puebla,SAN MARTIN TEXMELUCAN,15.78,17.55,16.85
Enero,52,Puebla,Puebla,LOS REYES DE JUAREZ,15.78,17.55,16.85
Enero,52,Puebla,Puebla,OCOYUCAN,15.78,17.55,16.85
Enero,52,Puebla,Puebla,SANTA ISABEL CHOLULA,15.78,17.55,16.85
Enero,52,Puebla,Puebla,HUEJOTZINGO,15.78,17.55,16.85
Enero,52,Puebla,Puebla,TEPEACA,15.78,17.55,16.85
Enero,52,Puebla,Puebla,NEALTICAN,15.78,17.55,16.85
Enero,52,Puebla,Puebla,SAN GREGORIO ATZOMPA,15.78,17.55,16.85
Enero,52,Puebla,Puebla,ACAJETE_PUE,15.78,17.55,16.85
Enero,52,Puebla,Puebla,SAN ANDRES CHOLULA,15.78,17.55,16.85
Enero,52,Puebla,Puebla,SAN PEDRO CHOLULA,15.78,17.55,16.85
Enero,52,Puebla,Puebla,TEPATLAXCO DE HIDALGO,15.78,17.55,16.85
Enero,52,Puebla,Puebla,AMOZOC,15.78,17.55,16.85
Enero,52,Puebla,Puebla,CUAUTLANCINGO,15.78,17.55,16.85
